mean,min,q25,median,q75,max,std,app_name,log_status,num_tests,uid,time
0.01312960180000001,0.011153473999999886,0.012167652000000029,0.012402521999999916,0.014345086000000062,0.017428908999999937,0.001494596731114803,app5,withlog,100,uid002,1.312960180000001
0.01203681428333333,0.011010460000000055,0.01145718599999998,0.011905883500000103,0.01240367375000001,0.01661780200000007,0.0008176830796778361,app5,withlog,5000,uid002,60.184071416666654
0.012594793999999996,0.011419765000000082,0.01218570925000001,0.012569924499999996,0.01287399474999995,0.014737549999999988,0.0006276159680311139,app5,withlog,1000,uid002,12.594793999999997
0.01179284533043478,0.010658895000000057,0.011300331500000038,0.011571569000000004,0.011952497000000006,0.016100833000000092,0.000944530485583153,app5,withlog,4000,uid002,47.17138132173912
0.01132813125454546,0.010697499000000055,0.011037534750000078,0.011290523000000052,0.01154734125000001,0.012457340000000094,0.00035306904427973197,app5,withlog,3000,uid002,33.984393763636376
0.011895519714285712,0.011157592999999966,0.011539086999999837,0.011869464000000107,0.012198134999999999,0.013440359000000068,0.0004269849577346899,app5,withlog,2000,uid002,23.791039428571423
0.018120513933333325,0.017000692000000095,0.01753279299999999,0.01789052000000002,0.018355173000000002,0.03656749700000006,0.0018721297470014307,app2,withlog,2000,uid002,36.24102786666665
0.016740451018181834,0.016002289000000003,0.016394795750000135,0.016571537500000066,0.016791150000000032,0.030834599000000074,0.0013933831103932867,app2,withlog,3000,uid002,50.2213530545455
0.01803099591304348,0.016673679000000163,0.017125938499999938,0.017446177000000063,0.017945599000000034,0.03458570700000019,0.002110992923396992,app2,withlog,4000,uid002,72.12398365217392
0.01820544066999999,0.016590081000000034,0.01719744649999999,0.017646086500000047,0.01802390299999984,0.03986612199999984,0.0033183979035646773,app2,withlog,1000,uid002,18.20544066999999
0.017948651282352943,0.01700783699999997,0.017355149000000125,0.017752407000000137,0.01817581800000001,0.027997059999999907,0.0012426192130443575,app2,withlog,100,uid002,1.7948651282352943
0.018468794416666674,0.016857507999999966,0.01736318649999996,0.017667517000000077,0.018132679250000006,0.04048339599999995,0.0038780839825257544,app2,withlog,5000,uid002,92.34397208333337
0.17190637623809527,0.13198978600000189,0.15792738300000053,0.16617559300000018,0.17732561999999996,0.40547133400000135,0.03154810645195496,app3,withlog,2000,uid002,343.81275247619055
0.17414233376363641,0.14245598199999776,0.16190336424999896,0.1687755024999995,0.18194649624999926,0.28682568200000036,0.021447463772036532,app3,withlog,3000,uid002,522.4270012909093
0.17258622695652157,0.13996755699999852,0.1593191144999997,0.16671663900000055,0.17635324849999812,0.44301729799999734,0.0323883441836833,app3,withlog,4000,uid002,690.3449078260862
0.16750854632000006,0.13625729500000006,0.15782391750000108,0.16506571000000037,0.17268457950000024,0.25071175999999973,0.01779834957684282,app3,withlog,1000,uid002,167.50854632000005
0.17056274034999985,0.1408382019999994,0.15987842899999993,0.16762512750000047,0.17912375550000048,0.22170948700000004,0.01765160506609812,app3,withlog,5000,uid002,852.8137017499993
0.17657390409411763,0.13749373699999978,0.16032237999999976,0.1683244609999992,0.1807782619999987,0.36894807100000016,0.03396293593140947,app3,withlog,100,uid002,17.657390409411764
0.013630508341666688,0.011037583000000017,0.013161104500000048,0.013547323499999986,0.013886503250000015,0.017096010000000383,0.0010319157788646113,app4,withlog,5000,uid002,68.15254170833344
0.014765966247058844,0.013006355999999997,0.013503563999999857,0.013791343000000067,0.01662189599999997,0.021272205000000044,0.001793540819112533,app4,withlog,100,uid002,1.4765966247058844
0.013744069650000003,0.012624749999999851,0.013228179000000007,0.013636412000000042,0.014152479999999856,0.016017630999999977,0.0006598246461840846,app4,withlog,1000,uid002,13.744069650000004
0.0132606121478261,0.012279887999999906,0.012849271999999967,0.013110656999999915,0.013649628500000066,0.01594754999999992,0.0005509698070899633,app4,withlog,4000,uid002,53.0424485913044
0.01384523103636363,0.012631079000000156,0.01322069399999995,0.013627171500000035,0.01410830099999999,0.01801172800000006,0.0009885210545668292,app4,withlog,3000,uid002,41.53569310909089
0.014389665876190469,0.013024640000000032,0.014095479000000077,0.014344066999999905,0.014660899999999977,0.015872287999999957,0.00045650063560969095,app4,withlog,2000,uid002,28.779331752380937
0.21989450583529396,0.146369988,0.15906205099999937,0.16504313299999973,0.1928154270000011,0.8443312020000002,0.1273250872587513,app1,withlog,100,uid002,21.989450583529397
0.26548151237999973,0.142328384999999,0.156776698749999,0.1675856600000003,0.28752523900000027,0.9432658589999985,0.1834064525832682,app1,withlog,1000,uid002,265.48151237999974
0.29067207336521733,0.14961160000000007,0.15977033150000075,0.1649994269999997,0.33290610899999984,1.0208571739999996,0.22372692325339466,app1,withlog,4000,uid002,1162.6882934608693
0.29912735312727273,0.15255119100000059,0.1605354560000003,0.16857381749999945,0.39945691575000053,1.1213588950000002,0.2124278883120845,app1,withlog,3000,uid002,897.3820593818182
0.3098227857523809,0.147679565,0.16197275600000083,0.17386574300000035,0.3447698510000001,1.4059127310000008,0.25260100145531583,app1,withlog,2000,uid002,619.6455715047618
0.2880848677250001,0.1539942769999989,0.16187373625000046,0.17249695499999973,0.36345756875000035,1.2331937380000006,0.20160367594804748,app1,withlog,5000,uid002,1440.4243386250005
0.008054970485714281,0.007133611999999956,0.007583328000000056,0.00801712099999996,0.008472934000000043,0.00936732600000001,0.0005197168555079477,app5,withoutlog,2000,uid002,16.10994097142856
0.008069870845454534,0.006993507999999982,0.007494602750000079,0.007983375999999986,0.008481957749999963,0.010002509000000104,0.0007088981267714052,app5,withoutlog,3000,uid002,24.209612536363604
0.00897249516470588,0.008078019000000047,0.008557735999999982,0.00887925700000003,0.009130254999999976,0.010767979000000039,0.0005369035854746399,app5,withoutlog,100,uid002,0.8972495164705879
0.007912741078260874,0.007144912000000003,0.00748913499999998,0.00779816599999994,0.008314475500000085,0.009498324000000058,0.0004991489909186031,app5,withoutlog,4000,uid002,31.6509643130435
0.008602509149999991,0.00789832800000001,0.00826362675000003,0.008516045000000028,0.008807791499999995,0.010248788000000064,0.00047909283263995153,app5,withoutlog,1000,uid002,8.60250914999999
0.00808303490833335,0.007218823999999957,0.0077143002499999724,0.007991580500000095,0.00842287975,0.010213731999999975,0.0004783356048868126,app5,withoutlog,5000,uid002,40.41517454166675
0.008046569542857141,0.006989000000000134,0.007437609999999983,0.007792023000000037,0.008749809999999969,0.010123674000000027,0.0007933381665134113,app2,withoutlog,2000,uid002,16.09313908571428
0.008223382045454555,0.006950055999999982,0.007548974750000048,0.008138953000000004,0.008823514249999997,0.010405408000000005,0.0007848351782823287,app2,withoutlog,3000,uid002,24.670146136363662
0.007954390947826096,0.006957850999999904,0.007406181999999928,0.007769668000000007,0.008465858500000034,0.009908376999999913,0.0006831180926602296,app2,withoutlog,4000,uid002,31.817563791304384
0.00969930796999999,0.007666568000000096,0.008588794749999934,0.009877444000000069,0.010356476000000031,0.012135085000000045,0.00104584471907436,app2,withoutlog,1000,uid002,9.69930796999999
0.008173718983333335,0.007186040000000116,0.007655472999999913,0.008085926999999993,0.008599985750000039,0.009947181000000027,0.0006314916310020928,app2,withoutlog,5000,uid002,40.86859491666667
0.008533666611764704,0.007526418999999951,0.007877404999999893,0.008226162000000148,0.009122445000000035,0.01066653900000003,0.0007718182134345889,app2,withoutlog,100,uid002,0.8533666611764703
0.15980581960869575,0.12708202999999996,0.14605530150000012,0.154298316,0.16608105849999988,0.25322805999999964,0.021741059138538844,app3,withoutlog,4000,uid002,639.223278434783
0.15448829665000002,0.11881383899999953,0.14299424375000003,0.1525456390000004,0.162156352,0.2298243150000001,0.01812004638791095,app3,withoutlog,1000,uid002,154.48829665000002
0.16175671259047622,0.12436889399999984,0.14808563300000088,0.15515665199999962,0.1633762430000001,0.4077335859999991,0.032110338403640255,app3,withoutlog,2000,uid002,323.5134251809524
0.15922375691818183,0.1230389970000001,0.14798981975000003,0.15485647449999984,0.16413319874999932,0.2619782700000002,0.02072311948646306,app3,withoutlog,3000,uid002,477.6712707545455
0.15403160225882354,0.12382848599999896,0.14360149300000002,0.15165676300000008,0.16251918099999862,0.25453329599999996,0.01779809537051393,app3,withoutlog,100,uid002,15.403160225882354
0.16048341278333342,0.12432653000000116,0.1460086857499996,0.15422045899999992,0.16648398349999982,0.3254204810000001,0.026132761025399076,app3,withoutlog,5000,uid002,802.4170639166671
0.007647528052173914,0.006844152999999964,0.007333996999999981,0.007603864999999876,0.007983275999999928,0.008982499999999893,0.0004091594376227165,app4,withoutlog,4000,uid002,30.590112208695658
0.008331098789999993,0.006463033000000062,0.007502449749999918,0.007858668499999943,0.009452744499999971,0.01037257799999991,0.0010306696092215173,app4,withoutlog,1000,uid002,8.331098789999993
0.008079634704761906,0.007277452999999934,0.007753981000000021,0.007948440999999917,0.00838161000000004,0.009173723999999939,0.0004134013993342405,app4,withoutlog,2000,uid002,16.159269409523812
0.007912347090909086,0.0068964880000000894,0.007381389250000009,0.007682892500000038,0.008232016500000022,0.009730220000000012,0.0007221820946049819,app4,withoutlog,3000,uid002,23.737041272727257
0.008010276329411753,0.007322400999999923,0.007736155999999994,0.007941417999999922,0.008173587000000038,0.00929780899999999,0.0003790882256798694,app4,withoutlog,100,uid002,0.8010276329411753
0.008046948483333332,0.007263772999999918,0.007568229250000003,0.007908901499999954,0.008273607999999988,0.009977779999999825,0.0006509683357897812,app4,withoutlog,5000,uid002,40.234742416666656
0.2776872134083333,0.1340905170000002,0.14429624100000016,0.16008164150000148,0.34372136299999845,1.2907280409999977,0.21837194395181925,app1,withoutlog,5000,uid002,1388.4360670416665
0.25097696151764687,0.11982475699999995,0.13927151599999998,0.1484496759999998,0.3061122429999994,1.223800279999999,0.20079760980483005,app1,withoutlog,100,uid002,25.097696151764687
0.2350575654476189,0.13128632999999823,0.13809832799999988,0.14273404599999928,0.2847071899999989,0.8051749649999991,0.16888910979793445,app1,withoutlog,2000,uid002,470.1151308952378
0.27212913930000004,0.13491024600000046,0.1403054752500017,0.15014322100000044,0.32850988049999874,1.1403993370000016,0.21896245826800953,app1,withoutlog,3000,uid002,816.3874179000002
0.2515257392608694,0.12540871699999911,0.14021329949999828,0.14471565800000263,0.2992778429999996,1.185940028000001,0.20784899350951577,app1,withoutlog,4000,uid002,1006.1029570434777
0.2545874007400001,0.1273638290000001,0.1359664134999985,0.14460590050000038,0.34038173499999996,1.1137731520000003,0.19640057528083987,app1,withoutlog,1000,uid002,254.58740074000008
