benchmarking_results
app_name,app1,app1,app1,app1,app1,app1,app1,app1,app1,app1,app1,app1,app2,app2,app2,app2,app2,app2,app2,app2,app2,app2,app2,app2,app3,app3,app3,app3,app3,app3,app3,app3,app3,app3,app3,app3,app4,app4,app4,app4,app4,app4,app4,app4,app4,app4,app4,app4,app5,app5,app5,app5,app5,app5,app5,app5,app5,app5,app5,app5
log_status,withlog,withlog,withlog,withlog,withlog,withlog,withoutlog,withoutlog,withoutlog,withoutlog,withoutlog,withoutlog,withlog,withlog,withlog,withlog,withlog,withlog,withoutlog,withoutlog,withoutlog,withoutlog,withoutlog,withoutlog,withlog,withlog,withlog,withlog,withlog,withlog,withoutlog,withoutlog,withoutlog,withoutlog,withoutlog,withoutlog,withlog,withlog,withlog,withlog,withlog,withlog,withoutlog,withoutlog,withoutlog,withoutlog,withoutlog,withoutlog,withlog,withlog,withlog,withlog,withlog,withlog,withoutlog,withoutlog,withoutlog,withoutlog,withoutlog,withoutlog
num_tests,1000,1000,2000,3000,4000,5000,1000,1000,2000,3000,4000,5000,1000,1000,2000,3000,4000,5000,1000,1000,2000,3000,4000,5000,1000,1000,2000,3000,4000,5000,1000,1000,2000,3000,4000,5000,1000,1000,2000,3000,4000,5000,1000,1000,2000,3000,4000,5000,1000,1000,2000,3000,4000,5000,1000,1000,2000,3000,4000,5000
max,0.8443312020000000,0.9432658589999990,1.4059127310000000,1.1213588950000000,1.0208571740000000,1.2331937380000000,1.223800280000000,1.1137731520000000,0.8051749649999990,1.1403993370000000,1.185940028000000,1.2907280410000000,0.027997059999999900,0.03986612199999980,0.03656749700000010,0.030834599000000100,0.03458570700000020,0.04048339600000000,0.01066653900000000,0.012135085000000000,0.010123674000000000,0.010405408000000000,0.009908376999999910,0.009947181000000030,0.36894807100000000,0.25071176000000000,0.40547133400000100,0.28682568200000000,0.44301729799999700,0.22170948700000000,0.25453329600000000,0.2298243150000000,0.4077335859999990,0.2619782700000000,0.25322806000000000,0.3254204810000000,0.021272205000000000,0.016017631000000000,0.015872288000000000,0.01801172800000010,0.01594754999999990,0.017096010000000400,0.00929780899999999,0.01037257799999990,0.009173723999999940,0.009730220000000010,0.008982499999999890,0.009977779999999830,0.017428908999999900,0.014737550000000000,0.013440359000000100,0.012457340000000100,0.016100833000000100,0.01661780200000010,0.010767979000000000,0.010248788000000100,0.00936732600000001,0.010002509000000100,0.009498324000000060,0.010213732000000000
mean,0.21989450583529400,0.26548151238000000,0.3098227857523810,0.29912735312727300,0.29067207336521700,0.2880848677250000,0.25097696151764700,0.2545874007400000,0.2350575654476190,0.27212913930000000,0.2515257392608690,0.2776872134083330,0.017948651282352900,0.01820544067000000,0.018120513933333300,0.016740451018181800,0.01803099591304350,0.018468794416666700,0.008533666611764700,0.00969930796999999,0.008046569542857140,0.008223382045454560,0.007954390947826100,0.008173718983333340,0.17657390409411800,0.16750854632000000,0.17190637623809500,0.17414233376363600,0.17258622695652200,0.17056274035000000,0.15403160225882400,0.15448829665000000,0.16175671259047600,0.15922375691818200,0.15980581960869600,0.16048341278333300,0.014765966247058800,0.013744069650000000,0.014389665876190500,0.01384523103636360,0.0132606121478261,0.013630508341666700,0.008010276329411750,0.008331098789999990,0.008079634704761910,0.007912347090909090,0.007647528052173910,0.008046948483333330,0.01312960180000000,0.012594794000000000,0.011895519714285700,0.01132813125454550,0.01179284533043480,0.01203681428333330,0.00897249516470588,0.008602509149999990,0.008054970485714280,0.008069870845454530,0.007912741078260870,0.00808303490833335
median,0.16504313300000000,0.1675856600000000,0.17386574300000000,0.16857381749999900,0.1649994270000000,0.17249695500000000,0.1484496760000000,0.14460590050000000,0.14273404599999900,0.15014322100000000,0.14471565800000300,0.16008164150000100,0.017752407000000100,0.017646086500000000,0.01789052000000000,0.016571537500000100,0.017446177000000100,0.017667517000000100,0.008226162000000150,0.009877444000000070,0.007792023000000040,0.008138953000000000,0.007769668000000010,0.008085926999999990,0.1683244609999990,0.16506571000000000,0.16617559300000000,0.1687755025000000,0.16671663900000100,0.16762512750000000,0.15165676300000000,0.1525456390000000,0.15515665200000000,0.15485647450000000,0.154298316,0.15422045900000000,0.013791343000000100,0.013636412000000000,0.014344066999999900,0.013627171500000000,0.013110656999999900,0.013547323500000000,0.007941417999999920,0.007858668499999940,0.007948440999999920,0.007682892500000040,0.007603864999999880,0.007908901499999950,0.012402521999999900,0.012569924500000000,0.011869464000000100,0.011290523000000100,0.011571569000000000,0.011905883500000100,0.00887925700000003,0.008516045000000030,0.00801712099999996,0.007983375999999990,0.00779816599999994,0.007991580500000100
min,0.146369988,0.142328384999999,0.147679565,0.15255119100000100,0.14961160000000000,0.1539942769999990,0.11982475700000000,0.1273638290000000,0.13128632999999800,0.13491024600000000,0.12540871699999900,0.1340905170000000,0.01700783700000000,0.016590081000000000,0.017000692000000100,0.016002289000000000,0.016673679000000200,0.016857508000000000,0.007526418999999950,0.007666568000000100,0.006989000000000130,0.006950055999999980,0.006957850999999900,0.007186040000000120,0.13749373700000000,0.13625729500000000,0.13198978600000200,0.14245598199999800,0.13996755699999900,0.1408382019999990,0.12382848599999900,0.11881383900000000,0.12436889400000000,0.1230389970000000,0.12708203000000000,0.12432653000000100,0.013006356000000000,0.012624749999999900,0.013024640000000000,0.012631079000000200,0.012279887999999900,0.011037583000000000,0.007322400999999920,0.006463033000000060,0.007277452999999930,0.0068964880000000900,0.006844152999999960,0.007263772999999920,0.011153473999999900,0.011419765000000100,0.011157593000000000,0.010697499000000100,0.010658895000000100,0.011010460000000100,0.008078019000000050,0.00789832800000001,0.007133611999999960,0.006993507999999980,0.007144912000000000,0.007218823999999960
q25,0.15906205099999900,0.156776698749999,0.16197275600000100,0.1605354560000000,0.15977033150000100,0.16187373625000000,0.13927151600000000,0.1359664134999990,0.13809832800000000,0.1403054752500020,0.14021329949999800,0.14429624100000000,0.017355149000000100,0.01719744650000000,0.01753279300000000,0.016394795750000100,0.017125938499999900,0.01736318650000000,0.007877404999999890,0.008588794749999930,0.007437609999999980,0.007548974750000050,0.007406181999999930,0.007655472999999910,0.16032238000000000,0.15782391750000100,0.15792738300000100,0.16190336424999900,0.1593191145000000,0.15987842900000000,0.14360149300000000,0.14299424375000000,0.14808563300000100,0.14798981975000000,0.14605530150000000,0.1460086857500000,0.013503563999999900,0.013228179000000000,0.014095479000000100,0.01322069400000000,0.012849272000000000,0.013161104500000000,0.007736155999999990,0.007502449749999920,0.007753981000000020,0.007381389250000010,0.007333996999999980,0.007568229250000000,0.012167652000000000,0.01218570925000000,0.011539086999999800,0.011037534750000100,0.011300331500000000,0.01145718600000000,0.008557735999999980,0.00826362675000003,0.007583328000000060,0.007494602750000080,0.00748913499999998,0.0077143002499999700
q75,0.1928154270000010,0.28752523900000000,0.3447698510000000,0.39945691575000100,0.33290610900000000,0.36345756875000000,0.3061122429999990,0.34038173500000000,0.2847071899999990,0.32850988049999900,0.2992778430000000,0.34372136299999800,0.01817581800000000,0.01802390299999980,0.018355173000000000,0.016791150000000000,0.017945599000000000,0.018132679250000000,0.009122445000000040,0.010356476000000000,0.008749809999999970,0.008823514250000000,0.008465858500000030,0.008599985750000040,0.1807782619999990,0.17268457950000000,0.17732562000000000,0.18194649624999900,0.17635324849999800,0.17912375550000000,0.16251918099999900,0.162156352,0.1633762430000000,0.16413319874999900,0.16608105850000000,0.16648398350000000,0.01662189600000000,0.014152479999999900,0.014660900000000000,0.01410830100000000,0.013649628500000100,0.013886503250000000,0.008173587000000040,0.009452744499999970,0.00838161000000004,0.008232016500000020,0.007983275999999930,0.008273607999999990,0.014345086000000100,0.01287399475000000,0.012198135000000000,0.01154734125000000,0.011952497000000000,0.01240367375000000,0.009130254999999980,0.008807791500000000,0.008472934000000040,0.008481957749999960,0.008314475500000090,0.00842287975
std,0.1273250872587510,0.1834064525832680,0.25260100145531600,0.2124278883120850,0.22372692325339500,0.20160367594804700,0.20079760980483000,0.19640057528084000,0.16888910979793400,0.21896245826801000,0.20784899350951600,0.21837194395181900,0.0012426192130443600,0.0033183979035646800,0.0018721297470014300,0.0013933831103932900,0.002110992923396990,0.0038780839825257500,0.0007718182134345890,0.00104584471907436,0.0007933381665134110,0.0007848351782823290,0.0006831180926602300,0.0006314916310020930,0.03396293593140950,0.01779834957684280,0.03154810645195500,0.021447463772036500,0.0323883441836833,0.01765160506609810,0.01779809537051390,0.01812004638791100,0.032110338403640300,0.02072311948646310,0.021741059138538800,0.026132761025399100,0.001793540819112530,0.0006598246461840850,0.00045650063560969100,0.0009885210545668290,0.0005509698070899630,0.0010319157788646100,0.0003790882256798690,0.0010306696092215200,0.0004134013993342410,0.0007221820946049820,0.0004091594376227170,0.0006509683357897810,0.001494596731114800,0.0006276159680311140,0.0004269849577346900,0.00035306904427973200,0.000944530485583153,0.0008176830796778360,0.0005369035854746400,0.00047909283263995200,0.0005197168555079480,0.0007088981267714050,0.0004991489909186030,0.0004783356048868130
time,21.989450583529400,265.48151238000000,619.6455715047620,897.3820593818180,1162.6882934608700,1440.4243386250000,25.097696151764700,254.58740074000000,470.1151308952380,816.3874179000000,1006.1029570434800,1388.4360670416700,1.7948651282352900,18.20544067000000,36.24102786666670,50.2213530545455,72.12398365217390,92.34397208333340,0.8533666611764700,9.69930796999999,16.09313908571430,24.670146136363700,31.817563791304400,40.86859491666670,17.657390409411800,167.50854632000000,343.81275247619100,522.4270012909090,690.3449078260860,852.8137017499990,15.403160225882400,154.48829665000000,323.5134251809520,477.6712707545460,639.223278434783,802.4170639166670,1.4765966247058800,13.744069650000000,28.779331752380900,41.53569310909090,53.0424485913044,68.15254170833340,0.8010276329411750,8.331098789999990,16.159269409523800,23.737041272727300,30.590112208695700,40.234742416666700,1.312960180000000,12.594794000000000,23.791039428571400,33.984393763636400,47.17138132173910,60.184071416666700,0.8972495164705880,8.60250914999999,16.10994097142860,24.209612536363600,31.6509643130435,40.41517454166680
